"ReadingOriginal","ReadingStand","Values","Humidity"
"22/12/2020 14:25:01",2020-12-22 14:25:01,30.25,17.898
"22/12/2020 15:25:01",2020-12-22 15:25:01,25.688,18.297
"22/12/2020 16:25:01",2020-12-22 16:25:01,18.188,30.354
"22/12/2020 17:25:01",2020-12-22 17:25:01,12.438,47.081
"22/12/2020 18:25:01",2020-12-22 18:25:01,10.813,55.783
"22/12/2020 19:25:01",2020-12-22 19:25:01,8.438,64.087
"22/12/2020 20:25:01",2020-12-22 20:25:01,7.625,67.401
"22/12/2020 21:25:01",2020-12-22 21:25:01,9.563,68.678
"22/12/2020 22:25:01",2020-12-22 22:25:01,9.875,67.121
"22/12/2020 23:25:01",2020-12-22 23:25:01,8.375,69.716
"23/12/2020 00:25:01",2020-12-23 00:25:01,6.5,74.546
"23/12/2020 01:25:01",2020-12-23 01:25:01,5,77.94
"23/12/2020 02:25:01",2020-12-23 02:25:01,4.188,79.736
"23/12/2020 03:25:01",2020-12-23 03:25:01,4.438,80.255
"23/12/2020 04:25:01",2020-12-23 04:25:01,5.625,80.974
"23/12/2020 05:25:01",2020-12-23 05:25:01,7.625,80.415
"23/12/2020 06:25:01",2020-12-23 06:25:01,4.875,82.531
"23/12/2020 07:25:01",2020-12-23 07:25:01,7.938,81.852
"23/12/2020 08:25:01",2020-12-23 08:25:01,11.563,78.339
"23/12/2020 09:25:01",2020-12-23 09:25:01,16,58.099
"23/12/2020 10:25:01",2020-12-23 10:25:01,20.313,26.641
"23/12/2020 11:25:01",2020-12-23 11:25:01,28.813,10.034
"23/12/2020 12:25:01",2020-12-23 12:25:01,28.75,7.519
"23/12/2020 13:25:01",2020-12-23 13:25:01,27.625,6.401
"23/12/2020 14:25:01",2020-12-23 14:25:01,27,5.922
"23/12/2020 15:25:01",2020-12-23 15:25:01,21.75,7.319
"23/12/2020 16:25:01",2020-12-23 16:25:01,17,7.239
"23/12/2020 17:25:01",2020-12-23 17:25:01,14.813,8.916
