ReadingOriginal,ReadingStand,Values,Humidity
19/01/2021 01:27:01,1/19/2021 1:27,6.063,91.393
19/01/2021 02:27:01,1/19/2021 2:27,6.625,92.232
19/01/2021 03:27:01,1/19/2021 3:27,8.188,94.347
19/01/2021 04:27:01,1/19/2021 4:27,7.063,95.146
19/01/2021 05:27:01,1/19/2021 5:27,7.375,97.741
19/01/2021 06:27:01,1/19/2021 6:27,8,89.996
19/01/2021 07:27:01,1/19/2021 7:27,10.375,69.676
19/01/2021 08:27:01,1/19/2021 8:27,14.688,36.781
19/01/2021 09:27:01,1/19/2021 9:27,18.188,22.729
19/01/2021 10:27:01,1/19/2021 10:27,22.188,13.986
19/01/2021 11:27:01,1/19/2021 11:27,29.438,10.832
19/01/2021 12:27:01,1/19/2021 12:27,34.125,7.798
19/01/2021 13:27:01,1/19/2021 13:27,28.438,9.515
19/01/2021 14:27:01,1/19/2021 14:27,21.375,12.309
19/01/2021 15:27:01,1/19/2021 15:27,17,23.447
19/01/2021 16:27:01,1/19/2021 16:27,14.875,29.715
19/01/2021 17:27:01,1/19/2021 17:27,12.688,36.661
19/01/2021 18:27:01,1/19/2021 18:27,13.688,36.342
19/01/2021 19:27:01,1/19/2021 19:27,13.438,37.659
19/01/2021 20:27:01,1/19/2021 20:27,13.938,39.136
19/01/2021 21:27:01,1/19/2021 21:27,13.438,41.092
19/01/2021 22:27:01,1/19/2021 22:27,13.5,39.815
19/01/2021 23:27:01,1/19/2021 23:27,13.063,40.054
20/01/2021 00:27:01,1/20/2021 0:27,12.938,38.617
20/01/2021 01:27:01,1/20/2021 1:27,13,40.613
20/01/2021 02:27:01,1/20/2021 2:27,13.625,39.456
20/01/2021 03:27:01,1/20/2021 3:27,13.813,39.535
20/01/2021 04:27:01,1/20/2021 4:27,13.688,41.571
20/01/2021 05:27:01,1/20/2021 5:27,13.438,42.929
20/01/2021 06:27:01,1/20/2021 6:27,13.125,45.564
20/01/2021 07:27:01,1/20/2021 7:27,14.188,49.755
20/01/2021 08:27:01,1/20/2021 8:27,16,46.202
20/01/2021 09:27:01,1/20/2021 9:27,24.625,30.513
20/01/2021 10:27:01,1/20/2021 10:27,29.438,21.092
20/01/2021 11:27:01,1/20/2021 11:27,32.188,16.621
20/01/2021 12:27:01,1/20/2021 12:27,33.563,13.666
20/01/2021 13:27:01,1/20/2021 13:27,32.625,14.425
20/01/2021 14:27:01,1/20/2021 14:27,30.125,16.341
20/01/2021 15:27:01,1/20/2021 15:27,24.375,22.928
20/01/2021 16:27:01,1/20/2021 16:27,20.563,30.114
20/01/2021 17:27:01,1/20/2021 17:27,15.563,40.613
20/01/2021 18:27:01,1/20/2021 18:27,14.813,45.723
20/01/2021 19:27:01,1/20/2021 19:27,14.063,49.196
20/01/2021 20:27:01,1/20/2021 20:27,13.625,50.594
20/01/2021 21:27:01,1/20/2021 21:27,13.313,54.586
20/01/2021 22:27:01,1/20/2021 22:27,13.688,54.985
20/01/2021 23:27:01,1/20/2021 23:27,12.5,59.576
21/01/2021 00:27:01,1/21/2021 0:27,12.5,59.456
21/01/2021 01:27:01,1/21/2021 1:27,12.813,61.093
21/01/2021 02:27:01,1/21/2021 2:27,13.313,63.289
21/01/2021 03:27:01,1/21/2021 3:27,14.188,57.66
21/01/2021 04:27:01,1/21/2021 4:27,11.875,64.367
21/01/2021 05:27:01,1/21/2021 5:27,11.5,69.197
21/01/2021 06:27:01,1/21/2021 6:27,9.813,71.512
21/01/2021 07:27:01,1/21/2021 7:27,9.75,74.906
